mode,map,team,player,kills,deaths,hill time,damage,first blood,major  ,type,opponent,score,map number,W/L,rounds,,series k/d,hardpoint k/d,search & destroy k/d,control k/d,total kills,total deaths,all hardpoint k/d,all search & destroy k/d,all control k/d,overall k/d
Control,Vault,Carolina Royal Ravens,Vivid,26,22,,2634,,Major 1,Online,Cloud9 New York,3-1,3,W,4,,1.00,,,1.18,530,557,1.03,0.65,0.94,0.95
Control,Vault,Cloud9 New York,Attach,20,22,,2607,,Major 1,Online,Carolina Royal Ravens,1-3,3,L,4,,0.78,,,0.91,467,546,0.80,1.03,0.90,0.86
Control,Vault,Cloud9 New York,Kremp,24,25,,2768,,Major 1,Online,Carolina Royal Ravens,1-3,3,L,4,,1.06,,,0.96,535,552,0.97,1.00,0.95,0.97
Control,Vault,Cloud9 New York,Mack,17,28,,2309,,Major 1,Online,Carolina Royal Ravens,1-3,3,L,4,,0.92,,,0.61,554,560,1.06,1.00,0.85,0.99
Control,Vault,Cloud9 New York,Sib,21,28,,3375,,Major 1,Online,Carolina Royal Ravens,1-3,3,L,4,,0.66,,,0.75,467,564,0.81,0.88,0.85,0.83
Hardpoint,Protocol,Carolina Royal Ravens,Gwinn,27,21,90,3066,,Major 1,Online,Cloud9 New York,250-105,4,W,,,1.30,1.29,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Protocol,Carolina Royal Ravens,Slasher,20,19,39,3104,,Major 1,Online,Cloud9 New York,250-105,4,W,,,1.29,1.05,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Protocol,Carolina Royal Ravens,TJHaly,23,17,59,2608,,Major 1,Online,Cloud9 New York,250-105,4,W,,,1.09,1.35,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Protocol,Carolina Royal Ravens,Vivid,24,18,87,2460,,Major 1,Online,Cloud9 New York,250-105,4,W,,,1.00,1.33,,,530,557,1.03,0.65,0.94,0.95
Hardpoint,Protocol,Cloud9 New York,Attach,13,24,11,2635,,Major 1,Online,Carolina Royal Ravens,105-250,4,L,,,0.78,0.54,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Protocol,Cloud9 New York,Kremp,22,23,13,2506,,Major 1,Online,Carolina Royal Ravens,105-250,4,L,,,1.06,0.96,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Protocol,Cloud9 New York,Mack,23,25,31,2886,,Major 1,Online,Carolina Royal Ravens,105-250,4,L,,,0.92,0.92,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Protocol,Cloud9 New York,Sib,17,22,66,2404,,Major 1,Online,Carolina Royal Ravens,105-250,4,L,,,0.66,0.77,,,467,564,0.81,0.88,0.85,0.83
Search & Destroy,Vault,Carolina Royal Ravens,Gwinn,7,5,,605,1,Major 1,Online,Cloud9 New York,6-3,5,W,9,,1.30,,1.40,,645,533,1.28,1.08,1.13,1.21
Search & Destroy,Vault,Carolina Royal Ravens,Slasher,5,5,,943,0,Major 1,Online,Cloud9 New York,6-3,5,W,9,,1.29,,1.00,,552,531,1.11,1.05,0.90,1.04
Search & Destroy,Vault,Carolina Royal Ravens,TJHaly,12,3,,1391,4,Major 1,Online,Cloud9 New York,6-3,5,W,9,,1.09,,4.00,,599,562,1.01,1.19,1.14,1.07
Search & Destroy,Vault,Carolina Royal Ravens,Vivid,8,7,,1274,2,Major 1,Online,Cloud9 New York,6-3,5,W,9,,1.00,,1.14,,530,557,1.03,0.65,0.94,0.95
Search & Destroy,Vault,Cloud9 New York,Attach,5,8,,1042,0,Major 1,Online,Carolina Royal Ravens,3-6,5,L,9,,0.78,,0.63,,467,546,0.80,1.03,0.90,0.86
Search & Destroy,Vault,Cloud9 New York,Kremp,8,9,,1149,1,Major 1,Online,Carolina Royal Ravens,3-6,5,L,9,,1.06,,0.89,,535,552,0.97,1.00,0.95,0.97
Search & Destroy,Vault,Cloud9 New York,Mack,3,9,,681,1,Major 1,Online,Carolina Royal Ravens,3-6,5,L,9,,0.92,,0.33,,554,560,1.06,1.00,0.85,0.99
Search & Destroy,Vault,Cloud9 New York,Sib,4,7,,720,0,Major 1,Online,Carolina Royal Ravens,3-6,5,L,9,,0.66,,0.57,,467,564,0.81,0.88,0.85,0.83
Hardpoint,Skyline,Atlanta Faze,Abezy,32,20,42,3495,,Major 1,Online,Vegas Falcons,250-120,1,W,,,1.23,1.60,,,531,526,1.00,1.07,1.00,1.01
Hardpoint,Skyline,Atlanta Faze,Cellium,21,19,81,3048,,Major 1,Online,Vegas Falcons,250-120,1,W,,,1.05,1.11,,,532,463,1.12,1.28,1.15,1.15
Hardpoint,Skyline,Atlanta Faze,Drazah,28,21,66,3033,,Major 1,Online,Vegas Falcons,250-120,1,W,,,1.13,1.33,,,520,525,1.09,0.75,0.90,0.99
Hardpoint,Skyline,Atlanta Faze,Simp,32,20,77,3749,,Major 1,Online,Vegas Falcons,250-120,1,W,,,1.32,1.60,,,536,496,1.07,1.07,1.10,1.08
Hardpoint,Skyline,Vegas Falcons,Exnid,17,29,57,2069,,Major 1,Online,Atlanta Faze,120-1250,1,L,,,0.87,0.59,,,478,521,0.85,0.93,1.05,0.92
Hardpoint,Skyline,Vegas Falcons,Khhx,29,28,26,3821,,Major 1,Online,Atlanta Faze,120-1250,1,L,,,1.23,1.04,,,284,238,1.22,1.25,1.12,1.19
Hardpoint,Skyline,Vegas Falcons,KingAbody,14,28,31,2374,,Major 1,Online,Atlanta Faze,120-1250,1,L,,,0.59,0.50,,,212,293,0.74,0.65,0.72,0.72
Hardpoint,Skyline,Vegas Falcons,Roxas,20,28,22,2609,,Major 1,Online,Atlanta Faze,120-1250,1,L,,,0.78,0.71,,,410,507,0.75,0.84,0.92,0.81
Search & Destroy,Skyline,Atlanta Faze,Abezy,7,5,,637,2,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.23,,1.40,,531,526,1.00,1.07,1.00,1.01
Search & Destroy,Skyline,Atlanta Faze,Cellium,10,5,,1383,2,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.05,,2.00,,532,463,1.12,1.28,1.15,1.15
Search & Destroy,Skyline,Atlanta Faze,Drazah,1,7,,414,0,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.13,,0.14,,520,525,1.09,0.75,0.90,0.99
Search & Destroy,Skyline,Atlanta Faze,Simp,11,5,,1237,3,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.32,,2.20,,536,496,1.07,1.07,1.10,1.08
Search & Destroy,Skyline,Vegas Falcons,Exnid,3,7,,657,0,Major 1,Online,Atlanta Faze,3-6,2,L,9,,0.87,,0.43,,478,521,0.85,0.93,1.05,0.92
Search & Destroy,Skyline,Vegas Falcons,Khhx,9,6,,1409,1,Major 1,Online,Atlanta Faze,3-6,2,L,9,,1.23,,1.50,,284,238,1.22,1.25,1.12,1.19
Search & Destroy,Skyline,Vegas Falcons,KingAbody,2,9,,488,1,Major 1,Online,Atlanta Faze,3-6,2,L,9,,0.59,,0.22,,212,293,0.74,0.65,0.72,0.72
Search & Destroy,Skyline,Vegas Falcons,Roxas,8,7,,994,0,Major 1,Online,Atlanta Faze,3-6,2,L,9,,0.78,,1.14,,410,507,0.75,0.84,0.92,0.81
Control,Vault,Atlanta Faze,Abezy,20,29,,2766,,Major 1,Online,Vegas Falcons,2-3,3,L,5,,1.23,,,0.69,531,526,1.00,1.07,1.00,1.01
Control,Vault,Atlanta Faze,Cellium,24,27,,3226,,Major 1,Online,Vegas Falcons,2-3,3,L,5,,1.05,,,0.89,532,463,1.12,1.28,1.15,1.15
Control,Vault,Atlanta Faze,Drazah,22,26,,3306,,Major 1,Online,Vegas Falcons,2-3,3,L,5,,1.13,,,0.85,520,525,1.09,0.75,0.90,0.99
Control,Vault,Atlanta Faze,Simp,23,28,,2904,,Major 1,Online,Vegas Falcons,2-3,3,L,5,,1.32,,,0.82,536,496,1.07,1.07,1.10,1.08
Control,Vault,Vegas Falcons,Exnid,36,22,,3749,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,0.87,,,1.64,478,521,0.85,0.93,1.05,0.92
Control,Vault,Vegas Falcons,Khhx,28,18,,3487,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,1.23,,,1.56,284,238,1.22,1.25,1.12,1.19
Control,Vault,Vegas Falcons,KingAbody,21,30,,3037,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,0.59,,,0.70,212,293,0.74,0.65,0.72,0.72
Control,Vault,Vegas Falcons,Roxas,25,19,,3274,,Major 1,Online,Atlanta Faze,3-2,3,W,5,,0.78,,,1.32,410,507,0.75,0.84,0.92,0.81
Hardpoint,Vault,Atlanta Faze,Abezy,31,19,28,3169,,Major 1,Online,Vegas Falcons,250-82,4,W,,,1.23,1.63,,,531,526,1.00,1.07,1.00,1.01
Hardpoint,Vault,Atlanta Faze,Cellium,12,13,173,1951,,Major 1,Online,Vegas Falcons,250-82,4,W,,,1.05,0.92,,,532,463,1.12,1.28,1.15,1.15
Hardpoint,Vault,Atlanta Faze,Drazah,28,16,27,3317,,Major 1,Online,Vegas Falcons,250-82,4,W,,,1.13,1.75,,,520,525,1.09,0.75,0.90,0.99
Hardpoint,Vault,Atlanta Faze,Simp,25,16,30,3166,,Major 1,Online,Vegas Falcons,250-82,4,W,,,1.32,1.56,,,536,496,1.07,1.07,1.10,1.08
Hardpoint,Vault,Vegas Falcons,Exnid,15,24,11,2410,,Major 1,Online,Atlanta Faze,82-250,4,L,,,0.87,0.63,,,478,521,0.85,0.93,1.05,0.92
Hardpoint,Vault,Vegas Falcons,Khhx,21,19,24,2566,,Major 1,Online,Atlanta Faze,82-250,4,L,,,1.23,1.11,,,284,238,1.22,1.25,1.12,1.19
Hardpoint,Vault,Vegas Falcons,KingAbody,17,25,22,2229,,Major 1,Online,Atlanta Faze,82-250,4,L,,,0.59,0.68,,,212,293,0.74,0.65,0.72,0.72
Hardpoint,Vault,Vegas Falcons,Roxas,11,28,31,1651,,Major 1,Online,Atlanta Faze,82-250,4,L,,,0.78,0.39,,,410,507,0.75,0.84,0.92,0.81
Hardpoint,Vault,Toronto Ultra,Beans,30,25,60,4303,,Major 1,Online,Miami Heretics,250-197,1,W,,,1.05,1.20,,,572,557,1.03,1.24,0.95,1.03
Hardpoint,Vault,Toronto Ultra,Cleanx,37,28,60,4124,,Major 1,Online,Miami Heretics,250-197,1,W,,,1.14,1.32,,,638,576,1.04,1.25,1.22,1.11
Hardpoint,Vault,Toronto Ultra,Insight,18,28,49,2543,,Major 1,Online,Miami Heretics,250-197,1,W,,,1.00,0.64,,,486,532,0.92,1.11,0.85,0.91
Hardpoint,Vault,Toronto Ultra,JoeDeceives,25,23,106,3189,,Major 1,Online,Miami Heretics,250-197,1,W,,,1.10,1.09,,,572,569,0.96,1.50,0.95,1.01
Hardpoint,Vault,Miami Heretics,Lucky,30,27,70,3791,,Major 1,Online,Toronto Ultra,197-250,1,L,,,1.00,1.11,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Vault,Miami Heretics,MettalZ,22,29,63,3402,,Major 1,Online,Toronto Ultra,197-250,1,L,,,0.94,0.76,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Vault,Miami Heretics,Reeal,33,25,25,4102,,Major 1,Online,Toronto Ultra,197-250,1,L,,,0.89,1.32,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Vault,Miami Heretics,Renkor,19,29,41,3073,,Major 1,Online,Toronto Ultra,197-250,1,L,,,0.90,0.66,,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Red Card,Toronto Ultra,Beans,4,4,,686,0,Major 1,Online,Miami Heretics,6-1,2,W,7,,1.05,,1.00,,572,557,1.03,1.24,0.95,1.03
Search & Destroy,Red Card,Toronto Ultra,Cleanx,6,4,,747,2,Major 1,Online,Miami Heretics,6-1,2,W,7,,1.14,,1.50,,638,576,1.04,1.25,1.22,1.11
Search & Destroy,Red Card,Toronto Ultra,Insight,5,1,,921,1,Major 1,Online,Miami Heretics,6-1,2,W,7,,1.00,,5.00,,486,532,0.92,1.11,0.85,0.91
Search & Destroy,Red Card,Toronto Ultra,JoeDeceives,10,2,,1126,2,Major 1,Online,Miami Heretics,6-1,2,W,7,,1.10,,5.00,,572,569,0.96,1.50,0.95,1.01
Search & Destroy,Red Card,Miami Heretics,Lucky,4,6,,719,1,Major 1,Online,Toronto Ultra,1-6,2,L,7,,1.00,,0.67,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Red Card,Miami Heretics,MettalZ,1,6,,251,0,Major 1,Online,Toronto Ultra,1-6,2,L,7,,0.94,,0.17,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Red Card,Miami Heretics,Reeal,4,6,,455,1,Major 1,Online,Toronto Ultra,1-6,2,L,7,,0.89,,0.67,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Red Card,Miami Heretics,Renkor,2,7,,1074,0,Major 1,Online,Toronto Ultra,1-6,2,L,7,,0.90,,0.29,,587,584,1.05,0.92,0.95,1.01
Control,Vault,Toronto Ultra,Beans,24,23,,3309,,Major 1,Online,Miami Heretics,1-3,3,L,4,,1.05,,,1.04,572,557,1.03,1.24,0.95,1.03
Control,Vault,Toronto Ultra,Cleanx,29,24,,3573,,Major 1,Online,Miami Heretics,1-3,3,L,4,,1.14,,,1.21,638,576,1.04,1.25,1.22,1.11
Control,Vault,Toronto Ultra,Insight,20,27,,2755,,Major 1,Online,Miami Heretics,1-3,3,L,4,,1.00,,,0.74,486,532,0.92,1.11,0.85,0.91
Control,Vault,Toronto Ultra,JoeDeceives,24,21,,2876,,Major 1,Online,Miami Heretics,1-3,3,L,4,,1.10,,,1.14,572,569,0.96,1.50,0.95,1.01
Control,Vault,Miami Heretics,Lucky,23,22,,2982,,Major 1,Online,Toronto Ultra,3-1,3,W,4,,1.00,,,1.05,521,564,0.89,0.89,1.04,0.92
Control,Vault,Miami Heretics,MettalZ,24,27,,3191,,Major 1,Online,Toronto Ultra,3-1,3,W,4,,0.94,,,0.89,557,595,0.92,0.80,1.05,0.94
Control,Vault,Miami Heretics,Reeal,22,25,,3018,,Major 1,Online,Toronto Ultra,3-1,3,W,4,,0.89,,,0.88,591,564,1.05,1.07,1.02,1.05
Control,Vault,Miami Heretics,Renkor,26,23,,3532,,Major 1,Online,Toronto Ultra,3-1,3,W,4,,0.90,,,1.13,587,584,1.05,0.92,0.95,1.01
Hardpoint,Skyline,Toronto Ultra,Beans,23,30,102,3635,,Major 1,Online,Miami Heretics,244-250,4,L,,,1.05,0.77,,,572,557,1.03,1.24,0.95,1.03
Hardpoint,Skyline,Toronto Ultra,Cleanx,30,32,43,3769,,Major 1,Online,Miami Heretics,244-250,4,L,,,1.14,0.94,,,638,576,1.04,1.25,1.22,1.11
Hardpoint,Skyline,Toronto Ultra,Insight,32,25,59,3615,,Major 1,Online,Miami Heretics,244-250,4,L,,,1.00,1.28,,,486,532,0.92,1.11,0.85,0.91
Hardpoint,Skyline,Toronto Ultra,JoeDeceives,28,35,63,3602,,Major 1,Online,Miami Heretics,244-250,4,L,,,1.10,0.80,,,572,569,0.96,1.50,0.95,1.01
Hardpoint,Skyline,Miami Heretics,Lucky,29,27,91,3780,,Major 1,Online,Toronto Ultra,250-244,4,W,,,1.00,1.07,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Skyline,Miami Heretics,MettalZ,37,28,70,4055,,Major 1,Online,Toronto Ultra,250-244,4,W,,,0.94,1.32,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Skyline,Miami Heretics,Reeal,22,31,55,2497,,Major 1,Online,Toronto Ultra,250-244,4,W,,,0.89,0.71,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Skyline,Miami Heretics,Renkor,34,27,64,4626,,Major 1,Online,Toronto Ultra,250-244,4,W,,,0.90,1.26,,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Vault,Toronto Ultra,Beans,9,4,,1144,2,Major 1,Online,Miami Heretics,6-1,5,W,7,,1.05,,2.25,,572,557,1.03,1.24,0.95,1.03
Search & Destroy,Vault,Toronto Ultra,Cleanx,4,5,,733,1,Major 1,Online,Miami Heretics,6-1,5,W,7,,1.14,,0.80,,638,576,1.04,1.25,1.22,1.11
Search & Destroy,Vault,Toronto Ultra,Insight,9,3,,1208,0,Major 1,Online,Miami Heretics,6-1,5,W,7,,1.00,,3.00,,486,532,0.92,1.11,0.85,0.91
Search & Destroy,Vault,Toronto Ultra,JoeDeceives,4,2,,619,0,Major 1,Online,Miami Heretics,6-1,5,W,7,,1.10,,2.00,,572,569,0.96,1.50,0.95,1.01
Search & Destroy,Vault,Miami Heretics,Lucky,3,7,,550,0,Major 1,Online,Toronto Ultra,1-6,5,L,7,,1.00,,0.43,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Vault,Miami Heretics,MettalZ,6,6,,668,3,Major 1,Online,Toronto Ultra,1-6,5,L,7,,0.94,,1.00,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Vault,Miami Heretics,Reeal,3,7,,496,1,Major 1,Online,Toronto Ultra,1-6,5,L,7,,0.89,,0.43,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Vault,Miami Heretics,Renkor,2,6,,560,0,Major 1,Online,Toronto Ultra,1-6,5,L,7,,0.90,,0.33,,587,584,1.05,0.92,0.95,1.01
Hardpoint,Protocol,Minnesota Rokkr,Estreal,24,25,75,2667,,Major 1,Online,Toronto Ultra,185-250,1,L,,,1.23,0.96,,,632,623,0.97,1.24,1.03,1.01
Hardpoint,Protocol,Minnesota Rokkr,Gio,31,26,51,3590,,Major 1,Online,Toronto Ultra,185-250,1,L,,,1.11,1.19,,,604,612,1.02,0.94,0.93,0.99
Hardpoint,Protocol,Minnesota Rokkr,Nero,19,31,60,2580,,Major 1,Online,Toronto Ultra,185-250,1,L,,,0.79,0.61,,,663,693,0.98,0.86,0.94,0.96
Hardpoint,Protocol,Minnesota Rokkr,Paulehx,22,28,47,2953,,Major 1,Online,Toronto Ultra,185-250,1,L,,,0.71,0.79,,,534,645,0.80,0.79,0.91,0.83
Hardpoint,Protocol,Toronto Ultra,Beans,35,27,19,4398,,Major 1,Online,Minnesota Rokkr,250-185,1,W,,,1.11,1.30,,,572,557,1.03,1.24,0.95,1.03
Hardpoint,Protocol,Toronto Ultra,Cleanx,18,25,68,2534,,Major 1,Online,Minnesota Rokkr,250-185,1,W,,,1.11,0.72,,,638,576,1.04,1.25,1.22,1.11
Hardpoint,Protocol,Toronto Ultra,Insight,22,22,105,2475,,Major 1,Online,Minnesota Rokkr,250-185,1,W,,,0.94,1.00,,,486,532,0.92,1.11,0.85,0.91
Hardpoint,Protocol,Toronto Ultra,JoeDeceives,35,23,75,3843,,Major 1,Online,Minnesota Rokkr,250-185,1,W,,,1.01,1.52,,,572,569,0.96,1.50,0.95,1.01
Search & Destroy,Hacienda,Minnesota Rokkr,Estreal,12,4,,1152,2,Major 1,Online,Toronto Ultra,6-2,2,W,8,,1.23,,3.00,,632,623,0.97,1.24,1.03,1.01
Search & Destroy,Hacienda,Minnesota Rokkr,Gio,6,5,,757,0,Major 1,Online,Toronto Ultra,6-2,2,W,8,,1.11,,1.20,,604,612,1.02,0.94,0.93,0.99
Search & Destroy,Hacienda,Minnesota Rokkr,Nero,6,6,,822,2,Major 1,Online,Toronto Ultra,6-2,2,W,8,,0.79,,1.00,,663,693,0.98,0.86,0.94,0.96
Search & Destroy,Hacienda,Minnesota Rokkr,Paulehx,4,4,,707,2,Major 1,Online,Toronto Ultra,6-2,2,W,8,,0.71,,1.00,,534,645,0.80,0.79,0.91,0.83
Search & Destroy,Hacienda,Toronto Ultra,Beans,5,8,,924,2,Major 1,Online,Minnesota Rokkr,2-6,2,L,8,,1.11,,0.63,,572,557,1.03,1.24,0.95,1.03
Search & Destroy,Hacienda,Toronto Ultra,Cleanx,4,7,,653,0,Major 1,Online,Minnesota Rokkr,2-6,2,L,8,,1.11,,0.57,,638,576,1.04,1.25,1.22,1.11
Search & Destroy,Hacienda,Toronto Ultra,Insight,3,7,,663,0,Major 1,Online,Minnesota Rokkr,2-6,2,L,8,,0.94,,0.43,,486,532,0.92,1.11,0.85,0.91
Search & Destroy,Hacienda,Toronto Ultra,JoeDeceives,7,6,,797,0,Major 1,Online,Minnesota Rokkr,2-6,2,L,8,,1.01,,1.17,,572,569,0.96,1.50,0.95,1.01
Control,Protocol,Minnesota Rokkr,Estreal,33,22,,4103,,Major 1,Online,Toronto Ultra,2-3,3,L,5,,1.23,,,1.50,632,623,0.97,1.24,1.03,1.01
Control,Protocol,Minnesota Rokkr,Gio,24,24,,3056,,Major 1,Online,Toronto Ultra,2-3,3,L,5,,1.11,,,1.00,604,612,1.02,0.94,0.93,0.99
Control,Protocol,Minnesota Rokkr,Nero,30,33,,3517,,Major 1,Online,Toronto Ultra,2-3,3,L,5,,0.79,,,0.91,663,693,0.98,0.86,0.94,0.96
Control,Protocol,Minnesota Rokkr,Paulehx,19,22,,3123,,Major 1,Online,Toronto Ultra,2-3,3,L,5,,0.71,,,0.86,534,645,0.80,0.79,0.91,0.83
Control,Protocol,Toronto Ultra,Beans,21,26,,3213,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,1.11,,,0.81,572,557,1.03,1.24,0.95,1.03
Control,Protocol,Toronto Ultra,Cleanx,36,26,,4621,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,1.11,,,1.38,638,576,1.04,1.25,1.22,1.11
Control,Protocol,Toronto Ultra,Insight,24,24,,3179,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,0.94,,,1.00,486,532,0.92,1.11,0.85,0.91
Control,Protocol,Toronto Ultra,JoeDeceives,20,30,,2837,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,1.01,,,0.67,572,569,0.96,1.50,0.95,1.01
Hardpoint,Vault,Minnesota Rokkr,Estreal,35,31,53,4062,,Major 1,Online,Toronto Ultra,250-230,4,W,,,1.23,1.13,,,632,623,0.97,1.24,1.03,1.01
Hardpoint,Vault,Minnesota Rokkr,Gio,34,26,46,4261,,Major 1,Online,Toronto Ultra,250-230,4,W,,,1.11,1.31,,,604,612,1.02,0.94,0.93,0.99
Hardpoint,Vault,Minnesota Rokkr,Nero,29,32,43,3956,,Major 1,Online,Toronto Ultra,250-230,4,W,,,0.79,0.91,,,663,693,0.98,0.86,0.94,0.96
Hardpoint,Vault,Minnesota Rokkr,Paulehx,13,23,115,1886,,Major 1,Online,Toronto Ultra,250-230,4,W,,,0.71,0.57,,,534,645,0.80,0.79,0.91,0.83
Hardpoint,Vault,Toronto Ultra,Beans,32,26,98,4053,,Major 1,Online,Minnesota Rokkr,230-250,4,W,,,1.11,1.23,,,572,557,1.03,1.24,0.95,1.03
Hardpoint,Vault,Toronto Ultra,Cleanx,32,29,49,3384,,Major 1,Online,Minnesota Rokkr,230-250,4,W,,,1.11,1.10,,,638,576,1.04,1.25,1.22,1.11
Hardpoint,Vault,Toronto Ultra,Insight,27,26,40,3406,,Major 1,Online,Minnesota Rokkr,230-250,4,W,,,0.94,1.04,,,486,532,0.92,1.11,0.85,0.91
Hardpoint,Vault,Toronto Ultra,JoeDeceives,21,30,66,2925,,Major 1,Online,Minnesota Rokkr,230-250,4,W,,,1.01,0.70,,,572,569,0.96,1.50,0.95,1.01
Search & Destroy,Protocol,Minnesota Rokkr,Estreal,4,6,,520,0,Major 1,Online,Toronto Ultra,0-6,5,L,6,,1.23,,0.67,,632,623,0.97,1.24,1.03,1.01
Search & Destroy,Protocol,Minnesota Rokkr,Gio,2,6,,244,1,Major 1,Online,Toronto Ultra,0-6,5,L,6,,1.11,,0.33,,604,612,1.02,0.94,0.93,0.99
Search & Destroy,Protocol,Minnesota Rokkr,Nero,1,6,,190,0,Major 1,Online,Toronto Ultra,0-6,5,L,6,,0.79,,0.17,,663,693,0.98,0.86,0.94,0.96
Search & Destroy,Protocol,Minnesota Rokkr,Paulehx,1,6,,611,0,Major 1,Online,Toronto Ultra,0-6,5,L,6,,0.71,,0.17,,534,645,0.80,0.79,0.91,0.83
Search & Destroy,Protocol,Toronto Ultra,Beans,5,1,,573,1,Major 1,Online,Minnesota Rokkr,6-0,5,W,6,,1.11,,5.00,,572,557,1.03,1.24,0.95,1.03
Search & Destroy,Protocol,Toronto Ultra,Cleanx,10,3,,1021,2,Major 1,Online,Minnesota Rokkr,6-0,5,W,6,,1.11,,3.33,,638,576,1.04,1.25,1.22,1.11
Search & Destroy,Protocol,Toronto Ultra,Insight,1,3,,195,0,Major 1,Online,Minnesota Rokkr,6-0,5,W,6,,0.94,,0.33,,486,532,0.92,1.11,0.85,0.91
Search & Destroy,Protocol,Toronto Ultra,JoeDeceives,8,1,,810,2,Major 1,Online,Minnesota Rokkr,6-0,5,W,6,,1.01,,8.00,,572,569,0.96,1.50,0.95,1.01
Hardpoint,Vault,Vegas Falcons,D7oomx,26,29,67,3562,,Major 1,Online,Optic Texas,179-250,1,L,,,0.76,0.90,,,210,243,0.86,1.33,0.74,0.86
Hardpoint,Vault,Vegas Falcons,Exnid,24,28,39,3005,,Major 1,Online,Optic Texas,179-250,1,L,,,1.00,0.86,,,478,521,0.85,0.93,1.05,0.92
Hardpoint,Vault,Vegas Falcons,Roxas,23,34,66,3256,,Major 1,Online,Optic Texas,179-250,1,L,,,0.73,0.68,,,410,507,0.75,0.84,0.92,0.81
Hardpoint,Vault,Vegas Falcons,WXSL,20,25,16,2837,,Major 1,Online,Optic Texas,179-250,1,L,,,0.84,0.80,,,149,143,0.94,1.36,1.21,1.04
Hardpoint,Vault,Optic Texas,Dashy,22,27,112,3183,,Major 1,Online,Vegas Falcons,250-179,1,W,,,1.06,0.81,,,621,557,1.12,1.21,1.07,1.11
Hardpoint,Vault,Optic Texas,Huke,39,18,81,4079,,Major 1,Online,Vegas Falcons,250-179,1,W,,,1.58,2.17,,,463,386,1.24,1.25,1.09,1.20
Hardpoint,Vault,Optic Texas,Kenny,28,26,48,3961,,Major 1,Online,Vegas Falcons,250-179,1,W,,,1.01,1.08,,,546,602,0.94,0.79,0.90,0.91
Hardpoint,Vault,Optic Texas,Shotzzy,27,22,28,2970,,Major 1,Online,Vegas Falcons,250-179,1,W,,,1.30,1.23,,,673,534,1.32,1.14,1.20,1.26
Search & Destroy,Vault,Vegas Falcons,D7oomx,11,6,,1414,3,Major 1,Online,Optic Texas,6-4,2,W,10,,0.76,,1.83,,210,243,0.86,1.33,0.74,0.86
Search & Destroy,Vault,Vegas Falcons,Exnid,6,5,,649,2,Major 1,Online,Optic Texas,6-4,2,W,10,,1.00,,1.20,,478,521,0.85,0.93,1.05,0.92
Search & Destroy,Vault,Vegas Falcons,Roxas,8,6,,1080,0,Major 1,Online,Optic Texas,6-4,2,W,10,,0.73,,1.33,,410,507,0.75,0.84,0.92,0.81
Search & Destroy,Vault,Vegas Falcons,WXSL,7,6,,1013,1,Major 1,Online,Optic Texas,6-4,2,W,10,,0.84,,1.17,,149,143,0.94,1.36,1.21,1.04
Search & Destroy,Vault,Optic Texas,Dashy,3,9,,901,1,Major 1,Online,Vegas Falcons,4-6,2,L,10,,1.06,,0.33,,621,557,1.12,1.21,1.07,1.11
Search & Destroy,Vault,Optic Texas,Huke,6,7,,1082,0,Major 1,Online,Vegas Falcons,4-6,2,L,10,,1.58,,0.86,,463,386,1.24,1.25,1.09,1.20
Search & Destroy,Vault,Optic Texas,Kenny,9,8,,1106,2,Major 1,Online,Vegas Falcons,4-6,2,L,10,,1.01,,1.13,,546,602,0.94,0.79,0.90,0.91
Search & Destroy,Vault,Optic Texas,Shotzzy,5,8,,858,1,Major 1,Online,Vegas Falcons,4-6,2,L,10,,1.30,,0.63,,673,534,1.32,1.14,1.20,1.26
