mode,map,team,player,kills,deaths,hill time,damage,first blood,major  ,type,opponent,score,map number,W/L,rounds,,series k/d,hardpoint k/d,search & destroy k/d,control k/d,total kills,total deaths,all hardpoint k/d,all search & destroy k/d,all control k/d,overall k/d
Search & Destroy,Vault,Miami Heretics,MettalZ,4,9,,693,0,Major 1,Online,Carolina Royal Ravens,4-6,5,L,10,,0.92,,0.44,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Vault,Miami Heretics,Reeal,9,8,,939,3,Major 1,Online,Carolina Royal Ravens,4-6,5,L,10,,1.11,,1.13,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Vault,Miami Heretics,Renkor,11,7,,1366,2,Major 1,Online,Carolina Royal Ravens,4-6,5,L,10,,0.93,,1.57,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Vault,Carolina Royal Ravens,Gwinn,5,7,,644,1,Major 1,Online,Miami Heretics,6-4,5,W,10,,0.85,,0.71,,645,533,1.28,1.08,1.13,1.21
Search & Destroy,Vault,Carolina Royal Ravens,Slasher,12,7,,1383,1,Major 1,Online,Miami Heretics,6-4,5,W,10,,0.86,,1.71,,552,531,1.11,1.05,0.90,1.04
Search & Destroy,Vault,Carolina Royal Ravens,TJHaly,12,7,,1432,1,Major 1,Online,Miami Heretics,6-4,5,W,10,,1.35,,1.71,,599,562,1.01,1.19,1.14,1.07
Search & Destroy,Vault,Carolina Royal Ravens,Vivid,5,9,,840,1,Major 1,Online,Miami Heretics,6-4,5,W,10,,1.09,,0.56,,530,557,1.03,0.65,0.94,0.95
Hardpoint,Skyline,Vegas Falcons,D7oomx,28,24,47,4131,,Major 1,Online,LA Guerillas M8,188-250,1,L,,,1.09,1.17,,,210,243,0.86,1.33,0.74,0.86
Hardpoint,Skyline,Vegas Falcons,Exnid,17,34,57,2103,,Major 1,Online,LA Guerillas M8,188-250,1,L,,,0.73,0.50,,,478,521,0.85,0.93,1.05,0.92
Hardpoint,Skyline,Vegas Falcons,Kiing,30,27,67,3450,,Major 1,Online,LA Guerillas M8,188-250,1,L,,,0.91,1.11,,,58,64,1.11,1.38,0.59,0.91
Hardpoint,Skyline,Vegas Falcons,Roxas,22,27,34,2851,,Major 1,Online,LA Guerillas M8,188-250,1,L,,,0.72,0.81,,,410,507,0.75,0.84,0.92,0.81
Hardpoint,Skyline,LA Guerillas M8,Kismet,27,23,88,3080,,Major 1,Online,Vegas Falcons,250-188,1,W,,,1.36,1.17,,,619,576,0.99,1.03,1.27,1.07
Hardpoint,Skyline,LA Guerillas M8,Lynz,37,30,42,4328,,Major 1,Online,Vegas Falcons,250-188,1,W,,,1.15,1.23,,,605,577,1.07,1.00,1.02,1.05
Hardpoint,Skyline,LA Guerillas M8,Priestahh,22,26,37,3258,,Major 1,Online,Vegas Falcons,250-188,1,W,,,1.14,0.85,,,520,538,0.99,0.83,0.96,0.97
Hardpoint,Skyline,LA Guerillas M8,Skyz,26,18,100,3294,,Major 1,Online,Vegas Falcons,250-188,1,W,,,1.00,1.44,,,514,518,0.97,0.91,1.06,0.99
Search & Destroy,Skyline,Vegas Falcons,D7oomx,10,7,,1239,1,Major 1,Online,LA Guerillas M8,3-6,2,L,9,,1.09,,1.43,,210,243,0.86,1.33,0.74,0.86
Search & Destroy,Skyline,Vegas Falcons,Exnid,4,8,,646,1,Major 1,Online,LA Guerillas M8,3-6,2,L,9,,0.73,,0.50,,478,521,0.85,0.93,1.05,0.92
Search & Destroy,Skyline,Vegas Falcons,Kiing,11,8,,1267,3,Major 1,Online,LA Guerillas M8,3-6,2,L,9,,0.91,,1.38,,58,64,1.11,1.38,0.59,0.91
Search & Destroy,Skyline,Vegas Falcons,Roxas,0,9,,270,0,Major 1,Online,LA Guerillas M8,3-6,2,L,9,,0.72,,0.00,,410,507,0.75,0.84,0.92,0.81
Search & Destroy,Skyline,LA Guerillas M8,Kismet,14,5,,1241,1,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.36,,2.80,,619,576,0.99,1.03,1.27,1.07
Search & Destroy,Skyline,LA Guerillas M8,Lynz,5,8,,721,0,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.15,,0.63,,605,577,1.07,1.00,1.02,1.05
Search & Destroy,Skyline,LA Guerillas M8,Priestahh,12,4,,1079,2,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.14,,3.00,,520,538,0.99,0.83,0.96,0.97
Search & Destroy,Skyline,LA Guerillas M8,Skyz,1,8,,746,1,Major 1,Online,Vegas Falcons,6-3,2,W,9,,1.00,,0.13,,514,518,0.97,0.91,1.06,0.99
Control,Vault,Vegas Falcons,D7oomx,24,26,,3453,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,1.09,,,0.92,210,243,0.86,1.33,0.74,0.86
Control,Vault,Vegas Falcons,Exnid,27,24,,2953,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,0.73,,,1.13,478,521,0.85,0.93,1.05,0.92
Control,Vault,Vegas Falcons,Kiing,17,29,,2828,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,0.91,,,0.59,58,64,1.11,1.38,0.59,0.91
Control,Vault,Vegas Falcons,Roxas,19,21,,2295,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,0.72,,,0.90,410,507,0.75,0.84,0.92,0.81
Control,Vault,LA Guerillas M8,Kismet,27,22,,3521,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,1.36,,,1.23,619,576,0.99,1.03,1.27,1.07
Control,Vault,LA Guerillas M8,Lynz,28,23,,3343,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,1.15,,,1.22,605,577,1.07,1.00,1.02,1.05
Control,Vault,LA Guerillas M8,Priestahh,24,21,,3175,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,1.14,,,1.14,520,538,0.99,0.83,0.96,0.97
Control,Vault,LA Guerillas M8,Skyz,20,21,,2920,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,1.00,,,0.95,514,518,0.97,0.91,1.06,0.99
Hardpoint,Skyline,Vancouver Surge,04,38,36,49,4083,,Major 1,Online,Minnesota Rokkr,250-237,1,W,,,1.22,1.06,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Skyline,Vancouver Surge,Abuzah,30,35,64,3891,,Major 1,Online,Minnesota Rokkr,250-237,1,W,,,0.94,0.86,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Skyline,Vancouver Surge,Hicksy,21,39,57,3183,,Major 1,Online,Minnesota Rokkr,250-237,1,W,,,0.76,0.54,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Skyline,Vancouver Surge,Nastie,42,33,91,4742,,Major 1,Online,Minnesota Rokkr,250-237,1,W,,,1.05,1.27,,,600,610,0.96,1.09,1.00,0.98
Hardpoint,Skyline,Minnesota Rokkr,Estreal,32,30,105,3566,,Major 1,Online,Vancouver Surge,237-250,1,L,,,1.23,1.07,,,632,623,0.97,1.24,1.03,1.01
Hardpoint,Skyline,Minnesota Rokkr,Gio,35,29,86,4173,,Major 1,Online,Vancouver Surge,237-250,1,L,,,1.23,1.21,,,604,612,1.02,0.94,0.93,0.99
Hardpoint,Skyline,Minnesota Rokkr,Nero,44,33,6,4527,,Major 1,Online,Vancouver Surge,237-250,1,L,,,0.95,1.33,,,663,693,0.98,0.86,0.94,0.96
Hardpoint,Skyline,Minnesota Rokkr,Paulehx,32,39,49,4518,,Major 1,Online,Vancouver Surge,237-250,1,L,,,0.72,0.82,,,534,645,0.80,0.79,0.91,0.83
Search & Destroy,Vault,Vancouver Surge,04,9,7,,1069,4,Major 1,Online,Minnesota Rokkr,5-6,2,L,11,,1.22,,1.29,,659,643,1.00,1.05,1.08,1.02
Search & Destroy,Vault,Vancouver Surge,Abuzah,5,8,,693,0,Major 1,Online,Minnesota Rokkr,5-6,2,L,11,,0.94,,0.63,,607,639,0.94,0.73,1.13,0.95
Search & Destroy,Vault,Vancouver Surge,Hicksy,8,9,,984,1,Major 1,Online,Minnesota Rokkr,5-6,2,L,11,,0.76,,0.89,,573,670,0.80,1.05,0.90,0.86
Search & Destroy,Vault,Vancouver Surge,Nastie,8,7,,989,0,Major 1,Online,Minnesota Rokkr,5-6,2,L,11,,1.05,,1.14,,600,610,0.96,1.09,1.00,0.98
Search & Destroy,Vault,Minnesota Rokkr,Estreal,13,6,,1514,2,Major 1,Online,Vancouver Surge,6-5,2,W,11,,1.23,,2.17,,632,623,0.97,1.24,1.03,1.01
Search & Destroy,Vault,Minnesota Rokkr,Gio,5,8,,627,0,Major 1,Online,Vancouver Surge,6-5,2,W,11,,1.23,,0.63,,604,612,1.02,0.94,0.93,0.99
Search & Destroy,Vault,Minnesota Rokkr,Nero,5,8,,1044,2,Major 1,Online,Vancouver Surge,6-5,2,W,11,,0.95,,0.63,,663,693,0.98,0.86,0.94,0.96
Search & Destroy,Vault,Minnesota Rokkr,Paulehx,8,8,,1171,2,Major 1,Online,Vancouver Surge,6-5,2,W,11,,0.72,,1.00,,534,645,0.80,0.79,0.91,0.83
Control,Protocol,Vancouver Surge,04,34,27,,4269,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,1.22,,,1.26,659,643,1.00,1.05,1.08,1.02
Control,Protocol,Vancouver Surge,Abuzah,32,25,,3492,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,0.94,,,1.28,607,639,0.94,0.73,1.13,0.95
Control,Protocol,Vancouver Surge,Hicksy,26,30,,3317,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,0.76,,,0.87,573,670,0.80,1.05,0.90,0.86
Control,Protocol,Vancouver Surge,Nastie,26,28,,3419,,Major 1,Online,Minnesota Rokkr,3-2,3,W,5,,1.05,,,0.93,600,610,0.96,1.09,1.00,0.98
Control,Protocol,Minnesota Rokkr,Estreal,33,28,,4007,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,1.23,,,1.18,632,623,0.97,1.24,1.03,1.01
Control,Protocol,Minnesota Rokkr,Gio,28,25,,3440,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,1.23,,,1.12,604,612,1.02,0.94,0.93,0.99
Control,Protocol,Minnesota Rokkr,Nero,27,36,,3565,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,0.95,,,0.75,663,693,0.98,0.86,0.94,0.96
Control,Protocol,Minnesota Rokkr,Paulehx,22,29,,3089,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,0.72,,,0.76,534,645,0.80,0.79,0.91,0.83
Hardpoint,Vault,Vancouver Surge,04,46,37,66,4906,,Major 1,Online,Minnesota Rokkr,224-250,4,L,,,1.22,1.24,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Vault,Vancouver Surge,Abuzah,34,39,61,4491,,Major 1,Online,Minnesota Rokkr,224-250,4,L,,,0.94,0.87,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Vault,Vancouver Surge,Hicksy,30,36,68,3920,,Major 1,Online,Minnesota Rokkr,224-250,4,L,,,0.76,0.83,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Vault,Vancouver Surge,Nastie,30,35,53,3873,,Major 1,Online,Minnesota Rokkr,224-250,4,L,,,1.05,0.86,,,600,610,0.96,1.09,1.00,0.98
Hardpoint,Vault,Minnesota Rokkr,Estreal,43,32,77,5197,,Major 1,Online,Vancouver Surge,250-224,4,W,,,1.23,1.34,,,632,623,0.97,1.24,1.03,1.01
Hardpoint,Vault,Minnesota Rokkr,Gio,44,28,53,4385,,Major 1,Online,Vancouver Surge,250-224,4,W,,,1.23,1.57,,,604,612,1.02,0.94,0.93,0.99
Hardpoint,Vault,Minnesota Rokkr,Nero,36,40,55,4745,,Major 1,Online,Vancouver Surge,250-224,4,W,,,0.95,0.90,,,663,693,0.98,0.86,0.94,0.96
Hardpoint,Vault,Minnesota Rokkr,Paulehx,24,40,69,4018,,Major 1,Online,Vancouver Surge,250-224,4,W,,,0.72,0.60,,,534,645,0.80,0.79,0.91,0.83
Search & Destroy,Red Card,Vancouver Surge,04,11,6,,1395,4,Major 1,Online,Minnesota Rokkr,6-5,5,W,11,,1.22,,1.83,,659,643,1.00,1.05,1.08,1.02
Search & Destroy,Red Card,Vancouver Surge,Abuzah,7,8,,1558,0,Major 1,Online,Minnesota Rokkr,6-5,5,W,11,,0.94,,0.88,,607,639,0.94,0.73,1.13,0.95
Search & Destroy,Red Card,Vancouver Surge,Hicksy,8,8,,1042,1,Major 1,Online,Minnesota Rokkr,6-5,5,W,11,,0.76,,1.00,,573,670,0.80,1.05,0.90,0.86
Search & Destroy,Red Card,Vancouver Surge,Nastie,9,7,,1576,2,Major 1,Online,Minnesota Rokkr,6-5,5,W,11,,1.05,,1.29,,600,610,0.96,1.09,1.00,0.98
Search & Destroy,Red Card,Minnesota Rokkr,Estreal,8,9,,1342,1,Major 1,Online,Vancouver Surge,5-6,5,L,11,,1.23,,0.89,,632,623,0.97,1.24,1.03,1.01
Search & Destroy,Red Card,Minnesota Rokkr,Gio,9,8,,1281,0,Major 1,Online,Vancouver Surge,5-6,5,L,11,,1.23,,1.13,,604,612,1.02,0.94,0.93,0.99
Search & Destroy,Red Card,Minnesota Rokkr,Nero,8,9,,1120,3,Major 1,Online,Vancouver Surge,5-6,5,L,11,,0.95,,0.89,,663,693,0.98,0.86,0.94,0.96
Search & Destroy,Red Card,Minnesota Rokkr,Paulehx,4,9,,821,0,Major 1,Online,Vancouver Surge,5-6,5,L,11,,0.72,,0.44,,534,645,0.80,0.79,0.91,0.83
Hardpoint,Vault,Toronto Ultra,Beans,19,29,29,2923,,Major 1,Online,Optic Texas,184-250,1,L,,,0.85,0.66,,,572,557,1.03,1.24,0.95,1.03
Hardpoint,Vault,Toronto Ultra,Cleanx,28,29,47,3119,,Major 1,Online,Optic Texas,184-250,1,L,,,1.02,0.97,,,638,576,1.04,1.25,1.22,1.11
Hardpoint,Vault,Toronto Ultra,Insight,20,30,92,3325,,Major 1,Online,Optic Texas,184-250,1,L,,,0.80,0.67,,,486,532,0.92,1.11,0.85,0.91
Hardpoint,Vault,Toronto Ultra,JoeDeceives,28,31,45,3694,,Major 1,Online,Optic Texas,184-250,1,L,,,0.85,0.90,,,572,569,0.96,1.50,0.95,1.01
Hardpoint,Vault,Optic Texas,Dashy,31,27,24,4149,,Major 1,Online,Toronto Ultra,250-184,1,W,,,1.09,1.15,,,621,557,1.12,1.21,1.07,1.11
Hardpoint,Vault,Optic Texas,Huke,23,24,50,3305,,Major 1,Online,Toronto Ultra,250-184,1,W,,,1.37,0.96,,,463,386,1.24,1.25,1.09,1.20
Hardpoint,Vault,Optic Texas,Kenny,30,24,78,3936,,Major 1,Online,Toronto Ultra,250-184,1,W,,,1.01,1.25,,,546,602,0.94,0.79,0.90,0.91
Hardpoint,Vault,Optic Texas,Shotzzy,35,20,114,3335,,Major 1,Online,Toronto Ultra,250-184,1,W,,,1.13,1.75,,,673,534,1.32,1.14,1.20,1.26
Search & Destroy,Red Card,Toronto Ultra,Beans,8,6,,1051,0,Major 1,Online,Optic Texas,4-6,2,L,10,,0.85,,1.33,,572,557,1.03,1.24,0.95,1.03
Search & Destroy,Red Card,Toronto Ultra,Cleanx,9,9,,1240,3,Major 1,Online,Optic Texas,4-6,2,L,10,,1.02,,1.00,,638,576,1.04,1.25,1.22,1.11
Search & Destroy,Red Card,Toronto Ultra,Insight,4,7,,517,0,Major 1,Online,Optic Texas,4-6,2,L,10,,0.80,,0.57,,486,532,0.92,1.11,0.85,0.91
Search & Destroy,Red Card,Toronto Ultra,JoeDeceives,5,7,,664,1,Major 1,Online,Optic Texas,4-6,2,L,10,,0.85,,0.71,,572,569,0.96,1.50,0.95,1.01
Search & Destroy,Red Card,Optic Texas,Dashy,3,8,,884,1,Major 1,Online,Toronto Ultra,6-4,2,W,10,,1.09,,0.38,,621,557,1.12,1.21,1.07,1.11
Search & Destroy,Red Card,Optic Texas,Huke,11,4,,1265,1,Major 1,Online,Toronto Ultra,6-4,2,W,10,,1.37,,2.75,,463,386,1.24,1.25,1.09,1.20
Search & Destroy,Red Card,Optic Texas,Kenny,6,9,,1163,2,Major 1,Online,Toronto Ultra,6-4,2,W,10,,1.01,,0.67,,546,602,0.94,0.79,0.90,0.91
Search & Destroy,Red Card,Optic Texas,Shotzzy,9,5,,761,2,Major 1,Online,Toronto Ultra,6-4,2,W,10,,1.13,,1.80,,673,534,1.32,1.14,1.20,1.26
Control,Vault,Toronto Ultra,Beans,22,22,,2768,,Major 1,Online,Optic Texas,3-1,3,W,4,,0.85,,,1.00,572,557,1.03,1.24,0.95,1.03
Control,Vault,Toronto Ultra,Cleanx,28,21,,2978,,Major 1,Online,Optic Texas,3-1,3,W,4,,1.02,,,1.33,638,576,1.04,1.25,1.22,1.11
Control,Vault,Toronto Ultra,Insight,21,24,,2845,,Major 1,Online,Optic Texas,3-1,3,W,4,,0.80,,,0.88,486,532,0.92,1.11,0.85,0.91
Control,Vault,Toronto Ultra,JoeDeceives,25,23,,2931,,Major 1,Online,Optic Texas,3-1,3,W,4,,0.85,,,1.09,572,569,0.96,1.50,0.95,1.01
Control,Vault,Optic Texas,Dashy,23,23,,2994,,Major 1,Online,Toronto Ultra,1-3,3,L,4,,1.09,,,1.00,621,557,1.12,1.21,1.07,1.11
Control,Vault,Optic Texas,Huke,29,22,,2960,,Major 1,Online,Toronto Ultra,1-3,3,L,4,,1.37,,,1.32,463,386,1.24,1.25,1.09,1.20
Control,Vault,Optic Texas,Kenny,22,27,,2804,,Major 1,Online,Toronto Ultra,1-3,3,L,4,,1.01,,,0.81,546,602,0.94,0.79,0.90,0.91
Control,Vault,Optic Texas,Shotzzy,16,24,,2108,,Major 1,Online,Toronto Ultra,1-3,3,L,4,,1.13,,,0.67,673,534,1.32,1.14,1.20,1.26
Hardpoint,Protocol,Toronto Ultra,Beans,29,35,37,3943,,Major 1,Online,Optic Texas,156-250,4,L,,,0.85,0.83,,,572,557,1.03,1.24,0.95,1.03
Hardpoint,Protocol,Toronto Ultra,Cleanx,31,35,77,4239,,Major 1,Online,Optic Texas,156-250,4,L,,,1.02,0.89,,,638,576,1.04,1.25,1.22,1.11
Hardpoint,Protocol,Toronto Ultra,Insight,31,34,20,3919,,Major 1,Online,Optic Texas,156-250,4,L,,,0.80,0.91,,,486,532,0.92,1.11,0.85,0.91
Hardpoint,Protocol,Toronto Ultra,JoeDeceives,24,36,47,2667,,Major 1,Online,Optic Texas,156-250,4,L,,,0.85,0.67,,,572,569,0.96,1.50,0.95,1.01
Hardpoint,Protocol,Optic Texas,Dashy,39,30,87,4500,,Major 1,Online,Toronto Ultra,250-156,4,W,,,1.09,1.30,,,621,557,1.12,1.21,1.07,1.11
Hardpoint,Protocol,Optic Texas,Huke,37,23,34,4091,,Major 1,Online,Toronto Ultra,250-156,4,W,,,1.37,1.61,,,463,386,1.24,1.25,1.09,1.20
Hardpoint,Protocol,Optic Texas,Kenny,34,31,53,3816,,Major 1,Online,Toronto Ultra,250-156,4,W,,,1.01,1.10,,,546,602,0.94,0.79,0.90,0.91
Hardpoint,Protocol,Optic Texas,Shotzzy,30,31,97,3639,,Major 1,Online,Toronto Ultra,250-156,4,W,,,1.13,0.97,,,673,534,1.32,1.14,1.20,1.26
Hardpoint,Red Card,Atlanta Faze,Abezy,25,19,48,2996,,Major 1,Online,Cloud9 New York,250-130,1,W,,,1.06,1.32,,,531,526,1.00,1.07,1.00,1.01
Hardpoint,Red Card,Atlanta Faze,Cellium,26,18,101,2689,,Major 1,Online,Cloud9 New York,250-130,1,W,,,1.43,1.44,,,532,463,1.12,1.28,1.15,1.15
Hardpoint,Red Card,Atlanta Faze,Drazah,22,20,47,2915,,Major 1,Online,Cloud9 New York,250-130,1,W,,,1.08,1.10,,,520,525,1.09,0.75,0.90,0.99
Hardpoint,Red Card,Atlanta Faze,Simp,30,24,56,3690,,Major 1,Online,Cloud9 New York,250-130,1,W,,,0.90,1.25,,,536,496,1.07,1.07,1.10,1.08
Hardpoint,Red Card,Cloud9 New York,Attach,15,29,25,2273,,Major 1,Online,Atlanta Faze,130-250,1,L,,,0.79,0.52,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Red Card,Cloud9 New York,Kremp,25,28,56,3001,,Major 1,Online,Atlanta Faze,130-250,1,L,,,0.97,0.89,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Red Card,Cloud9 New York,Mack,27,21,17,3788,,Major 1,Online,Atlanta Faze,130-250,1,L,,,1.00,1.29,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Red Card,Cloud9 New York,Sib,14,25,39,1838,,Major 1,Online,Atlanta Faze,130-250,1,L,,,0.87,0.56,,,467,564,0.81,0.88,0.85,0.83
Search & Destroy,Hacienda,Atlanta Faze,Abezy,10,8,,955,2,Major 1,Online,Cloud9 New York,5-6,2,L,11,,1.06,,1.25,,531,526,1.00,1.07,1.00,1.01
Search & Destroy,Hacienda,Atlanta Faze,Cellium,8,8,,1190,1,Major 1,Online,Cloud9 New York,5-6,2,L,11,,1.43,,1.00,,532,463,1.12,1.28,1.15,1.15
Search & Destroy,Hacienda,Atlanta Faze,Drazah,6,9,,1060,2,Major 1,Online,Cloud9 New York,5-6,2,L,11,,1.08,,0.67,,520,525,1.09,0.75,0.90,0.99
Search & Destroy,Hacienda,Atlanta Faze,Simp,6,8,,741,0,Major 1,Online,Cloud9 New York,5-6,2,L,11,,0.90,,0.75,,536,496,1.07,1.07,1.10,1.08
Search & Destroy,Hacienda,Cloud9 New York,Attach,7,6,,1119,0,Major 1,Online,Atlanta Faze,6-5,2,W,11,,0.79,,1.17,,467,546,0.80,1.03,0.90,0.86
Search & Destroy,Hacienda,Cloud9 New York,Kremp,8,7,,1073,1,Major 1,Online,Atlanta Faze,6-5,2,W,11,,0.97,,1.14,,535,552,0.97,1.00,0.95,0.97
Search & Destroy,Hacienda,Cloud9 New York,Mack,11,9,,1203,3,Major 1,Online,Atlanta Faze,6-5,2,W,11,,1.00,,1.22,,554,560,1.06,1.00,0.85,0.99
Search & Destroy,Hacienda,Cloud9 New York,Sib,7,8,,884,2,Major 1,Online,Atlanta Faze,6-5,2,W,11,,0.87,,0.88,,467,564,0.81,0.88,0.85,0.83
Control,Hacienda,Atlanta Faze,Abezy,18,17,,2274,,Major 1,Online,Cloud9 New York,3-1,3,W,4,,1.06,,,1.06,531,526,1.00,1.07,1.00,1.01
Control,Hacienda,Atlanta Faze,Cellium,25,14,,2740,,Major 1,Online,Cloud9 New York,3-1,3,W,4,,1.43,,,1.79,532,463,1.12,1.28,1.15,1.15
Control,Hacienda,Atlanta Faze,Drazah,25,16,,2849,,Major 1,Online,Cloud9 New York,3-1,3,W,4,,1.08,,,1.56,520,525,1.09,0.75,0.90,0.99
Control,Hacienda,Atlanta Faze,Simp,17,24,,2312,,Major 1,Online,Cloud9 New York,3-1,3,W,4,,0.90,,,0.71,536,496,1.07,1.07,1.10,1.08
Control,Hacienda,Cloud9 New York,Attach,18,18,,2393,,Major 1,Online,Atlanta Faze,1-3,3,L,4,,0.79,,,1.00,467,546,0.80,1.03,0.90,0.86
Control,Hacienda,Cloud9 New York,Kremp,21,24,,2616,,Major 1,Online,Atlanta Faze,1-3,3,L,4,,0.97,,,0.88,535,552,0.97,1.00,0.95,0.97
Control,Hacienda,Cloud9 New York,Mack,17,24,,2219,,Major 1,Online,Atlanta Faze,1-3,3,L,4,,1.00,,,0.71,554,560,1.06,1.00,0.85,0.99
Control,Hacienda,Cloud9 New York,Sib,15,19,,2081,,Major 1,Online,Atlanta Faze,1-3,3,L,4,,0.87,,,0.79,467,564,0.81,0.88,0.85,0.83
Hardpoint,Vault,Atlanta Faze,Abezy,31,38,18,3708,,Major 1,Online,Cloud9 New York,241-250,4,L,,,1.06,0.82,,,531,526,1.00,1.07,1.00,1.01
Hardpoint,Vault,Atlanta Faze,Cellium,42,31,98,4733,,Major 1,Online,Cloud9 New York,241-250,4,L,,,1.43,1.35,,,532,463,1.12,1.28,1.15,1.15
Hardpoint,Vault,Atlanta Faze,Drazah,32,32,88,4738,,Major 1,Online,Cloud9 New York,241-250,4,L,,,1.08,1.00,,,520,525,1.09,0.75,0.90,0.99
Hardpoint,Vault,Atlanta Faze,Simp,30,37,48,3786,,Major 1,Online,Cloud9 New York,241-250,4,L,,,0.90,0.81,,,536,496,1.07,1.07,1.10,1.08
Hardpoint,Vault,Cloud9 New York,Attach,31,36,41,4244,,Major 1,Online,Atlanta Faze,250-241,4,W,,,0.79,0.86,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Vault,Cloud9 New York,Kremp,39,34,61,4598,,Major 1,Online,Atlanta Faze,250-241,4,W,,,0.97,1.15,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Vault,Cloud9 New York,Mack,36,36,116,4277,,Major 1,Online,Atlanta Faze,250-241,4,W,,,1.00,1.00,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Vault,Cloud9 New York,Sib,32,29,44,4576,,Major 1,Online,Atlanta Faze,250-241,4,W,,,0.87,1.10,,,467,564,0.81,0.88,0.85,0.83
Search & Destroy,Vault,Atlanta Faze,Abezy,10,7,,1241,3,Major 1,Online,Cloud9 New York,6-4,5,W,10,,1.06,,1.43,,531,526,1.00,1.07,1.00,1.01
Search & Destroy,Vault,Atlanta Faze,Cellium,8,5,,941,2,Major 1,Online,Cloud9 New York,6-4,5,W,10,,1.43,,1.60,,532,463,1.12,1.28,1.15,1.15
Search & Destroy,Vault,Atlanta Faze,Drazah,7,8,,1148,1,Major 1,Online,Cloud9 New York,6-4,5,W,10,,1.08,,0.88,,520,525,1.09,0.75,0.90,0.99
Search & Destroy,Vault,Atlanta Faze,Simp,6,6,,809,2,Major 1,Online,Cloud9 New York,6-4,5,W,10,,0.90,,1.00,,536,496,1.07,1.07,1.10,1.08
Search & Destroy,Vault,Cloud9 New York,Attach,6,9,,951,1,Major 1,Online,Atlanta Faze,4-6,5,L,10,,0.79,,0.67,,467,546,0.80,1.03,0.90,0.86
Search & Destroy,Vault,Cloud9 New York,Kremp,6,9,,1119,0,Major 1,Online,Atlanta Faze,4-6,5,L,10,,0.97,,0.67,,535,552,0.97,1.00,0.95,0.97
Search & Destroy,Vault,Cloud9 New York,Mack,6,7,,591,1,Major 1,Online,Atlanta Faze,4-6,5,L,10,,1.00,,0.86,,554,560,1.06,1.00,0.85,0.99
Search & Destroy,Vault,Cloud9 New York,Sib,8,6,,1013,0,Major 1,Online,Atlanta Faze,4-6,5,L,10,,0.87,,1.33,,467,564,0.81,0.88,0.85,0.83
Hardpoint,Vault,Boston Breach,Cammy,21,31,25,3443,,Major 1,Online,Los Angeles Thieves,250-206,1,W,,,0.57,0.68,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Vault,Boston Breach,Owakening,25,30,27,3981,,Major 1,Online,Los Angeles Thieves,250-206,1,W,,,0.87,0.83,,,537,553,0.98,0.91,0.98,0.97
Hardpoint,Vault,Boston Breach,Purj,19,29,56,2537,,Major 1,Online,Los Angeles Thieves,250-206,1,W,,,0.81,0.66,,,596,613,1.00,1.06,0.86,0.97
Hardpoint,Vault,Boston Breach,Snoopy,41,23,161,3659,,Major 1,Online,Los Angeles Thieves,250-206,1,W,,,1.23,1.78,,,628,595,1.12,1.14,0.84,1.06
Hardpoint,Vault,Los Angeles Thieves,Envoy,26,25,67,2997,,Major 1,Online,Boston Breach,206-250,1,L,,,1.11,1.04,,,589,590,0.99,0.97,1.02,1.00
Hardpoint,Vault,Los Angeles Thieves,Ghosty,27,25,132,3379,,Major 1,Online,Boston Breach,206-250,1,L,,,1.20,1.08,,,578,562,1.01,0.94,1.12,1.03
